"title","company","location","description","required_skills","experience_level"
"Software Developer 148","Netflix","Remote","Professional role requiring: Machine Learning, Project Management.","Machine Learning, Project Management","4+ Years"
"Digital Marketer 149","Jio","Remote","Professional role requiring: Digital Marketing, Database Management (SQL), Python Programming, UI/UX Design, Web Development (HTML, CSS, JS).","Digital Marketing, Database Management (SQL), Python Programming, UI/UX Design, Web Development (HTML, CSS, JS)","2+ Years"
"Digital Marketer 150","Starbucks","Remote","Professional role requiring: Machine Learning, UI/UX Design, Python Programming.","Machine Learning, UI/UX Design, Python Programming","4+ Years"
"Data Analyst 151","Microsoft","Remote","Professional role requiring: Cooking & Culinary Skills, Project Management.","Cooking & Culinary Skills, Project Management","4+ Years"
"Fashion Designer 152","Microsoft","Remote","Professional role requiring: Vocal Training, Project Management.","Vocal Training, Project Management","2+ Years"
"Data Analyst 153","Starbucks","Remote","Professional role requiring: Python Programming, Vocal Training, Project Management, Web Development (HTML, CSS, JS), UI/UX Design.","Python Programming, Vocal Training, Project Management, Web Development (HTML, CSS, JS), UI/UX Design","1+ Years"
"Chef 154","Microsoft","Remote","Professional role requiring: Digital Marketing, Python Programming, Fashion Sketching, UI/UX Design.","Digital Marketing, Python Programming, Fashion Sketching, UI/UX Design","3+ Years"
"Data Analyst 155","Zara","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Project Management, Cooking & Culinary Skills, Python Programming, UI/UX Design.","Web Development (HTML, CSS, JS), Project Management, Cooking & Culinary Skills, Python Programming, UI/UX Design","4+ Years"
"Data Analyst 156","Tesla","Remote","Professional role requiring: Python Programming, Fashion Sketching.","Python Programming, Fashion Sketching","2+ Years"
"Software Developer 157","Netflix","Remote","Professional role requiring: Project Management, Python Programming, Web Development (HTML, CSS, JS).","Project Management, Python Programming, Web Development (HTML, CSS, JS)","5+ Years"
"Chef 158","Microsoft","Remote","Professional role requiring: Cooking & Culinary Skills, Python Programming.","Cooking & Culinary Skills, Python Programming","4+ Years"
"Digital Marketer 159","Microsoft","Remote","Professional role requiring: Project Management, Python Programming, UI/UX Design.","Project Management, Python Programming, UI/UX Design","1+ Years"
"Chef 160","Google","Remote","Professional role requiring: UI/UX Design, Database Management (SQL), Vocal Training, Cooking & Culinary Skills.","UI/UX Design, Database Management (SQL), Vocal Training, Cooking & Culinary Skills","2+ Years"
"Software Developer 161","Google","Remote","Professional role requiring: Machine Learning, Project Management.","Machine Learning, Project Management","1+ Years"
"Digital Marketer 162","Google","Remote","Professional role requiring: Fashion Sketching, Digital Marketing, Python Programming, Database Management (SQL).","Fashion Sketching, Digital Marketing, Python Programming, Database Management (SQL)","5+ Years"
"Chef 163","Tesla","Remote","Professional role requiring: Database Management (SQL), Project Management, Python Programming.","Database Management (SQL), Project Management, Python Programming","5+ Years"
"Fashion Designer 164","Starbucks","Remote","Professional role requiring: Database Management (SQL), UI/UX Design, Web Development (HTML, CSS, JS), Machine Learning, Vocal Training.","Database Management (SQL), UI/UX Design, Web Development (HTML, CSS, JS), Machine Learning, Vocal Training","3+ Years"
"Fashion Designer 165","Microsoft","Remote","Professional role requiring: Fashion Sketching, UI/UX Design, Vocal Training.","Fashion Sketching, UI/UX Design, Vocal Training","3+ Years"
"Fashion Designer 166","Netflix","Remote","Professional role requiring: Cooking & Culinary Skills, Fashion Sketching, Web Development (HTML, CSS, JS).","Cooking & Culinary Skills, Fashion Sketching, Web Development (HTML, CSS, JS)","1+ Years"
"Chef 167","Starbucks","Remote","Professional role requiring: Machine Learning, Database Management (SQL), Digital Marketing, Web Development (HTML, CSS, JS), Python Programming.","Machine Learning, Database Management (SQL), Digital Marketing, Web Development (HTML, CSS, JS), Python Programming","4+ Years"
"Digital Marketer 168","Tesla","Remote","Professional role requiring: Fashion Sketching, Cooking & Culinary Skills, Machine Learning.","Fashion Sketching, Cooking & Culinary Skills, Machine Learning","5+ Years"
"Fashion Designer 169","Tesla","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Project Management, Vocal Training, UI/UX Design.","Web Development (HTML, CSS, JS), Project Management, Vocal Training, UI/UX Design","2+ Years"
"Data Analyst 170","Jio","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Fashion Sketching, Project Management, Database Management (SQL).","Web Development (HTML, CSS, JS), Fashion Sketching, Project Management, Database Management (SQL)","5+ Years"
"Chef 171","Google","Remote","Professional role requiring: UI/UX Design, Digital Marketing, Machine Learning, Project Management, Cooking & Culinary Skills.","UI/UX Design, Digital Marketing, Machine Learning, Project Management, Cooking & Culinary Skills","1+ Years"
"Data Analyst 172","Zara","Remote","Professional role requiring: Project Management, Python Programming, Digital Marketing, UI/UX Design, Database Management (SQL).","Project Management, Python Programming, Digital Marketing, UI/UX Design, Database Management (SQL)","4+ Years"
"Chef 173","Zara","Remote","Professional role requiring: Digital Marketing, Vocal Training, Web Development (HTML, CSS, JS), UI/UX Design, Cooking & Culinary Skills.","Digital Marketing, Vocal Training, Web Development (HTML, CSS, JS), UI/UX Design, Cooking & Culinary Skills","3+ Years"
"Data Analyst 174","Starbucks","Remote","Professional role requiring: Fashion Sketching, Digital Marketing, Project Management, Database Management (SQL).","Fashion Sketching, Digital Marketing, Project Management, Database Management (SQL)","5+ Years"
"Chef 175","Starbucks","Remote","Professional role requiring: UI/UX Design, Python Programming.","UI/UX Design, Python Programming","1+ Years"
"Fashion Designer 176","Tesla","Remote","Professional role requiring: Machine Learning, UI/UX Design.","Machine Learning, UI/UX Design","1+ Years"
"Software Developer 177","Zara","Remote","Professional role requiring: Vocal Training, Project Management.","Vocal Training, Project Management","5+ Years"
"Software Developer 178","Jio","Remote","Professional role requiring: Vocal Training, Database Management (SQL), Project Management, Web Development (HTML, CSS, JS), Fashion Sketching.","Vocal Training, Database Management (SQL), Project Management, Web Development (HTML, CSS, JS), Fashion Sketching","2+ Years"
"Fashion Designer 179","Microsoft","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Project Management, Cooking & Culinary Skills, Database Management (SQL).","Web Development (HTML, CSS, JS), Project Management, Cooking & Culinary Skills, Database Management (SQL)","3+ Years"
"Software Developer 180","Microsoft","Remote","Professional role requiring: Database Management (SQL), Web Development (HTML, CSS, JS), Python Programming, Vocal Training, Cooking & Culinary Skills.","Database Management (SQL), Web Development (HTML, CSS, JS), Python Programming, Vocal Training, Cooking & Culinary Skills","1+ Years"
"Digital Marketer 181","Netflix","Remote","Professional role requiring: UI/UX Design, Database Management (SQL), Web Development (HTML, CSS, JS).","UI/UX Design, Database Management (SQL), Web Development (HTML, CSS, JS)","2+ Years"
"Data Analyst 182","Microsoft","Remote","Professional role requiring: Digital Marketing, Python Programming, UI/UX Design.","Digital Marketing, Python Programming, UI/UX Design","2+ Years"
"Data Analyst 183","Starbucks","Remote","Professional role requiring: Database Management (SQL), Python Programming.","Database Management (SQL), Python Programming","4+ Years"
"Fashion Designer 184","Jio","Remote","Professional role requiring: Database Management (SQL), Web Development (HTML, CSS, JS), Machine Learning, Digital Marketing, UI/UX Design.","Database Management (SQL), Web Development (HTML, CSS, JS), Machine Learning, Digital Marketing, UI/UX Design","2+ Years"
"Fashion Designer 185","Tesla","Remote","Professional role requiring: Project Management, Database Management (SQL).","Project Management, Database Management (SQL)","2+ Years"
"Fashion Designer 186","Tesla","Remote","Professional role requiring: Vocal Training, Digital Marketing.","Vocal Training, Digital Marketing","4+ Years"
"Software Developer 187","Starbucks","Remote","Professional role requiring: Python Programming, UI/UX Design, Vocal Training, Digital Marketing.","Python Programming, UI/UX Design, Vocal Training, Digital Marketing","4+ Years"
"Data Analyst 188","Jio","Remote","Professional role requiring: Fashion Sketching, Vocal Training, Python Programming, UI/UX Design.","Fashion Sketching, Vocal Training, Python Programming, UI/UX Design","2+ Years"
"Digital Marketer 189","Netflix","Remote","Professional role requiring: Cooking & Culinary Skills, Database Management (SQL), Fashion Sketching, Web Development (HTML, CSS, JS).","Cooking & Culinary Skills, Database Management (SQL), Fashion Sketching, Web Development (HTML, CSS, JS)","3+ Years"
"Software Developer 190","Google","Remote","Professional role requiring: Fashion Sketching, Machine Learning.","Fashion Sketching, Machine Learning","3+ Years"
"Fashion Designer 191","Starbucks","Remote","Professional role requiring: Cooking & Culinary Skills, Database Management (SQL).","Cooking & Culinary Skills, Database Management (SQL)","5+ Years"
"Digital Marketer 192","Microsoft","Remote","Professional role requiring: Project Management, Machine Learning.","Project Management, Machine Learning","4+ Years"
"Digital Marketer 193","Zara","Remote","Professional role requiring: Vocal Training, Fashion Sketching, Machine Learning.","Vocal Training, Fashion Sketching, Machine Learning","5+ Years"
"Data Analyst 194","Zara","Remote","Professional role requiring: Digital Marketing, Python Programming.","Digital Marketing, Python Programming","1+ Years"
"Fashion Designer 195","Netflix","Remote","Professional role requiring: Machine Learning, Project Management, Database Management (SQL), UI/UX Design.","Machine Learning, Project Management, Database Management (SQL), UI/UX Design","2+ Years"
"Chef 196","Starbucks","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Vocal Training, Python Programming, Machine Learning, Fashion Sketching.","Web Development (HTML, CSS, JS), Vocal Training, Python Programming, Machine Learning, Fashion Sketching","3+ Years"
"Chef 197","Netflix","Remote","Professional role requiring: Cooking & Culinary Skills, Project Management, Web Development (HTML, CSS, JS).","Cooking & Culinary Skills, Project Management, Web Development (HTML, CSS, JS)","5+ Years"
"Chef 198","Tesla","Remote","Professional role requiring: Database Management (SQL), Vocal Training, Digital Marketing, UI/UX Design, Cooking & Culinary Skills.","Database Management (SQL), Vocal Training, Digital Marketing, UI/UX Design, Cooking & Culinary Skills","4+ Years"
"Digital Marketer 199","Netflix","Remote","Professional role requiring: Cooking & Culinary Skills, Project Management.","Cooking & Culinary Skills, Project Management","4+ Years"
"Software Developer 200","Microsoft","Remote","Professional role requiring: UI/UX Design, Project Management.","UI/UX Design, Project Management","3+ Years"
